Timestamp,Rank,TrendPhrase
2014/04/23 16:33:18,3,#WeddingFail
2014/04/23 16:33:18,4,#ReplaceaMovieQuotewithaBrand
2014/04/23 16:33:18,5,#AskReply
2014/04/23 16:33:18,6,Jodie Foster
2014/04/23 16:33:18,7,Charlie Blackmon
2014/04/23 16:33:18,8,Gotze
2014/04/23 16:33:18,9,Gus Johnson
2014/04/23 16:33:18,10,#Shakespeare450th
2014/04/23 16:38:18,1,The 16
2014/04/23 16:38:18,2,Goran Dragic
2014/04/23 16:38:18,3,#WeddingFail
2014/04/23 16:38:18,4,#ReplaceaMovieQuotewithaBrand
2014/04/23 16:38:18,5,#AskReply
2014/04/23 16:38:18,6,#itsallclear
2014/04/23 16:38:18,7,Dakari Johnson
2014/04/23 16:38:18,8,Diego Lopez
2014/04/23 16:38:18,9,Saint Iker
2014/04/23 16:38:18,10,#Shakespeare450th
2014/04/23 16:43:19,1,Luka Modric
2014/04/23 16:43:19,2,Allianz
2014/04/23 16:43:19,3,#WeddingFail
2014/04/23 16:43:19,4,#ReplaceaMovieQuotewithaBrand
2014/04/23 16:43:19,5,Robben
2014/04/23 16:43:19,6,#AskReply
2014/04/23 16:43:19,7,Howard Webb
2014/04/23 16:43:19,8,Alemania
2014/04/23 16:43:19,9,#MadridVSBayern
2014/04/23 16:43:19,10,#Shakespeare450th
2014/04/23 16:48:19,1,Robben
2014/04/23 16:48:19,2,Real Madrid
2014/04/23 16:48:19,3,#WeddingFail
2014/04/23 16:48:19,4,#ReplaceaMovieQuotewithaBrand
2014/04/23 16:48:19,5,Luka Modric
2014/04/23 16:48:19,6,#AskReply
2014/04/23 16:48:19,7,#AdministrativeProfessionalsDay
2014/04/23 16:48:19,8,Dakari Johnson
2014/04/23 16:48:19,9,$AAPL
2014/04/23 16:48:19,10,#Shakespeare450th
2014/04/23 16:53:20,1,Sergio Ramos
2014/04/23 16:53:20,2,Allianz
2014/04/23 16:53:20,3,#favefruitgiveaway
2014/04/23 16:53:20,4,#WeddingFail
2014/04/23 16:53:20,5,#ReplaceaMovieQuotewithaBrand
2014/04/23 16:53:20,6,#AskReply
2014/04/23 16:53:20,7,#HappyBirthdayShakespeare
2014/04/23 16:53:20,8,Alemania
2014/04/23 16:53:20,9,Dakari Johnson
2014/04/23 16:53:20,10,$AAPL
2014/04/23 16:58:20,1,Josh Johnson
2014/04/23 16:58:20,2,#favefruitgiveaway
2014/04/23 16:58:20,3,#WeddingFail
2014/04/23 16:58:20,4,#ReplaceaMovieQuotewithaBrand
2014/04/23 16:58:20,5,$AAPL
2014/04/23 16:58:20,6,Jodie Foster
2014/04/23 16:58:20,7,#HappyBirthdayShakespeare
2014/04/23 16:58:20,8,My WCW
2014/04/23 16:58:20,9,Michael Choice
2014/04/23 16:58:20,10,#Shakespeare450th
2014/04/23 17:03:21,1,Josh Johnson
2014/04/23 17:03:21,2,#favefruitgiveaway
2014/04/23 17:03:21,3,#WeddingFail
2014/04/23 17:03:21,4,#ReplaceaMovieQuotewithaBrand
2014/04/23 17:03:21,5,#AskReply
2014/04/23 17:03:21,6,#HappyBirthdayShakespeare
2014/04/23 17:03:21,7,Alemania
2014/04/23 17:03:21,8,My WCW
2014/04/23 17:03:21,9,$AAPL
2014/04/23 17:03:21,10,Michael Choice
