51,2014/04/24 10:03:35,6,#ClivenBundy
51,2014/04/24 10:03:35,7,Lamarcus Aldridge
51,2014/04/24 10:03:35,8,#GangstaBroadway
51,2014/04/24 10:03:35,9,Penn Relays
51,2014/04/24 10:03:35,10,Frank Vogel
52,2014/04/24 10:08:36,1,#throwbackthursday
52,2014/04/24 10:08:36,2,LaMarcus Aldridge
52,2014/04/24 10:08:36,3,#1DayUntilTheWWAT
52,2014/04/24 10:08:36,4,Cliven Bundy
52,2014/04/24 10:08:36,5,#neta14
52,2014/04/24 10:08:36,6,Zetterberg
52,2014/04/24 10:08:36,7,Michael Pineda
52,2014/04/24 10:08:36,8,#GangstaBroadway
52,2014/04/24 10:08:36,9,#HappyNKOTBday
52,2014/04/24 10:08:36,10,Penn Relays
53,2014/04/24 10:13:36,1,Taylor
53,2014/04/24 10:13:36,2,LaMarcus Aldridge
53,2014/04/24 10:13:36,3,Cliven Bundy
53,2014/04/24 10:13:36,4,#R5onSeacrest
53,2014/04/24 10:13:36,5,#1DayUntilTheWWAT
53,2014/04/24 10:13:36,6,#neta14
53,2014/04/24 10:13:36,7,Zetterberg
53,2014/04/24 10:13:36,8,Michael Pineda
53,2014/04/24 10:13:36,9,#HappyNKOTBday
53,2014/04/24 10:13:36,10,#GangstaBroadway
54,2014/04/24 10:18:37,1,Taylor
54,2014/04/24 10:18:37,2,Michael Pineda
54,2014/04/24 10:18:37,3,#1DayUntilTheWWAT
54,2014/04/24 10:18:37,4,#R5onSeacrest
54,2014/04/24 10:18:37,5,Cliven Bundy
54,2014/04/24 10:18:37,6,Lamarcus Aldridge
54,2014/04/24 10:18:37,7,#HappyNKOTBday
54,2014/04/24 10:18:37,8,#3DaysUntilProblem
54,2014/04/24 10:18:37,9,#GangstaBroadway
54,2014/04/24 10:18:37,10,James Harden
55,2014/04/24 10:23:37,1,Taylor
55,2014/04/24 10:23:37,2,LaMarcus Aldridge
